"","sub","trial","rt","rtcs","rtc","expname","pictname","objnr","catnr","itnr","setpos","rep","simseq","aoa_set","homhet","setno","randrf"
"4901",12,338,501,"/",1,"aoa1","carrot.pla",8,2,10,1,2,2,1,1,2,4231
"4902",12,339,428,"/",1,"aoa1","pear.pla",6,2,10,2,2,2,1,1,2,4231
"4903",12,340,399,"/",1,"aoa1","orange.pla",7,2,10,3,2,2,1,1,2,4231
"4904",12,341,439,"/",1,"aoa1","banana.pla",5,2,10,4,2,2,1,1,2,4231
"4905",12,342,410,"/",1,"aoa1","orange.pla",7,2,11,1,3,2,1,1,2,3124
"4906",12,343,449,"/",1,"aoa1","banana.pla",5,2,11,2,3,2,1,1,2,3124
"4907",12,344,611,"/",1,"aoa1","pear.pla",6,2,11,3,3,2,1,1,2,3124
"4908",12,345,489,"/",1,"aoa1","carrot.pla",8,2,11,4,3,2,1,1,2,3124
"4909",12,346,427,"/",1,"aoa1","banana.pla",5,2,12,1,4,2,1,1,2,1342
"4910",12,347,544,"/",1,"aoa1","orange.pla",7,2,12,2,4,2,1,1,2,1342
"4911",12,348,595,"/",1,"aoa1","carrot.pla",8,2,12,3,4,2,1,1,2,1342
"4912",12,349,480,"/",1,"aoa1","pear.pla",6,2,12,4,4,2,1,1,2,1342
"4913",12,350,387,"/",1,"aoa1","orange.pla",7,2,13,1,5,2,1,1,2,3214
"4914",12,351,499,"/",1,"aoa1","pear.pla",6,2,13,2,5,2,1,1,2,3214
"4915",12,352,396,"/",1,"aoa1","banana.pla",5,2,13,3,5,2,1,1,2,3214
"4916",12,353,525,"/",1,"aoa1","carrot.pla",8,2,13,4,5,2,1,1,2,3214
"4917",12,354,723,"/",1,"aoa1","banana.pla",5,2,14,1,6,2,1,1,2,1432
"4918",12,355,402,"/",1,"aoa1","carrot.pla",8,2,14,2,6,2,1,1,2,1432
"4919",12,356,349,"/",1,"aoa1","orange.pla",7,2,14,3,6,2,1,1,2,1432
"4920",12,357,426,"/",1,"aoa1","pear.pla",6,2,14,4,6,2,1,1,2,1432
"4921",12,358,442,"/",1,"aoa1","rabbit.pla",2,1,73,1,1,2,1,2,10,1432
"4922",12,359,522,"/",1,"aoa1","shoe.pla",16,4,73,2,1,2,1,2,10,1432
"4923",12,360,422,"/",1,"aoa1","hammer.pla",11,3,73,3,1,2,1,2,10,1432
"4924",12,361,504,"/",1,"aoa1","carrot.pla",8,2,73,4,1,2,1,2,10,1432
"4925",12,362,544,"/",1,"aoa1","shoe.pla",16,4,74,1,2,2,1,2,10,4213
"4926",12,363,460,"/",1,"aoa1","carrot.pla",8,2,74,2,2,2,1,2,10,4213
"4927",12,364,421,"/",1,"aoa1","rabbit.pla",2,1,74,3,2,2,1,2,10,4213
"4928",12,365,418,"/",1,"aoa1","hammer.pla",11,3,74,4,2,2,1,2,10,4213
"4929",12,366,547,"/",1,"aoa1","carrot.pla",8,2,75,1,3,2,1,2,10,2341
"4930",12,367,532,"/",1,"aoa1","hammer.pla",11,3,75,2,3,2,1,2,10,2341
"4931",12,368,641,"/",1,"aoa1","shoe.pla",16,4,75,3,3,2,1,2,10,2341
"4932",12,369,550,"/",1,"aoa1","rabbit.pla",2,1,75,4,3,2,1,2,10,2341
"4933",12,370,449,"/",1,"aoa1","hammer.pla",11,3,76,1,4,2,1,2,10,3124
"4934",12,371,515,"/",1,"aoa1","rabbit.pla",2,1,76,2,4,2,1,2,10,3124
"4936",12,373,538,"/",1,"aoa1","shoe.pla",16,4,76,4,4,2,1,2,10,3124
"4937",12,374,453,"/",1,"aoa1","rabbit.pla",2,1,77,1,5,2,1,2,10,1432
"4938",12,375,549,"/",1,"aoa1","shoe.pla",16,4,77,2,5,2,1,2,10,1432
"4939",12,376,451,"/",1,"aoa1","hammer.pla",11,3,77,3,5,2,1,2,10,1432
"4940",12,377,487,"/",1,"aoa1","carrot.pla",8,2,77,4,5,2,1,2,10,1432
"4941",12,378,443,"/",1,"aoa1","hammer.pla",11,3,78,1,6,2,1,2,10,3124
"4942",12,379,432,"/",1,"aoa1","rabbit.pla",2,1,78,2,6,2,1,2,10,3124
"4943",12,380,507,"/",1,"aoa1","carrot.pla",8,2,78,3,6,2,1,2,10,3124
"4944",12,381,682,"/",1,"aoa1","shoe.pla",16,4,78,4,6,2,1,2,10,3124
"4945",12,382,584,"/",1,"aoa1","frog.pla",4,1,1,1,1,2,1,1,1,4123
"4946",12,383,513,"/",1,"aoa1","spider.pla",1,1,1,2,1,2,1,1,1,4123
"4947",12,384,518,"/",1,"aoa1","rabbit.pla",2,1,1,3,1,2,1,1,1,4123
"4948",12,385,611,"/",1,"aoa1","lion.pla",3,1,1,4,1,2,1,1,1,4123
"4949",12,386,695,"/",1,"aoa1","spider.pla",1,1,2,1,2,2,1,1,1,1432
"4950",12,387,627,"/",1,"aoa1","frog.pla",4,1,2,2,2,2,1,1,1,1432
"4951",12,388,548,"/",1,"aoa1","lion.pla",3,1,2,3,2,2,1,1,1,1432
"4952",12,389,536,"/",1,"aoa1","rabbit.pla",2,1,2,4,2,2,1,1,1,1432
"4953",12,390,493,"/",1,"aoa1","lion.pla",3,1,3,1,3,2,1,1,1,3241
"4954",12,391,498,"/",1,"aoa1","rabbit.pla",2,1,3,2,3,2,1,1,1,3241
"4955",12,392,603,"/",1,"aoa1","frog.pla",4,1,3,3,3,2,1,1,1,3241
"4956",12,393,697,"/",1,"aoa1","spider.pla",1,1,3,4,3,2,1,1,1,3241
"4957",12,394,560,"/",1,"aoa1","rabbit.pla",2,1,4,1,4,2,1,1,1,2314
"4958",12,395,467,"/",1,"aoa1","lion.pla",3,1,4,2,4,2,1,1,1,2314
"4959",12,396,584,"/",1,"aoa1","spider.pla",1,1,4,3,4,2,1,1,1,2314
"4960",12,397,673,"/",1,"aoa1","frog.pla",4,1,4,4,4,2,1,1,1,2314
"4961",12,398,473,"/",1,"aoa1","lion.pla",3,1,5,1,5,2,1,1,1,3142
"4962",12,399,517,"/",1,"aoa1","spider.pla",1,1,5,2,5,2,1,1,1,3142
"4963",12,400,452,"/",1,"aoa1","frog.pla",4,1,5,3,5,2,1,1,1,3142
"4964",12,401,618,"/",1,"aoa1","rabbit.pla",2,1,5,4,5,2,1,1,1,3142
"4965",12,402,491,"/",1,"aoa1","frog.pla",4,1,6,1,6,2,1,1,1,4321
"4966",12,403,423,"/",1,"aoa1","lion.pla",3,1,6,2,6,2,1,1,1,4321
"4967",12,404,429,"/",1,"aoa1","rabbit.pla",2,1,6,3,6,2,1,1,1,4321
"4968",12,405,551,"/",1,"aoa1","spider.pla",1,1,6,4,6,2,1,1,1,4321
"4969",12,406,512,"/",1,"aoa1","ptbrush.pla",9,3,65,1,1,2,1,2,9,3124
"4970",12,407,569,"/",1,"aoa1","frog.pla",4,1,65,2,1,2,1,2,9,3124
"4971",12,408,394,"/",1,"aoa1","banana.pla",5,2,65,3,1,2,1,2,9,3124
"4972",12,409,454,"/",1,"aoa1","trousers.pla",14,4,65,4,1,2,1,2,9,3124
"4973",12,410,465,"/",1,"aoa1","frog.pla",4,1,66,1,2,2,1,2,9,1243
"4974",12,411,423,"/",1,"aoa1","banana.pla",5,2,66,2,2,2,1,2,9,1243
"4975",12,412,577,"/",1,"aoa1","trousers.pla",14,4,66,3,2,2,1,2,9,1243
"4976",12,413,441,"/",1,"aoa1","ptbrush.pla",9,3,66,4,2,2,1,2,9,1243
"4977",12,414,438,"/",1,"aoa1","banana.pla",5,2,67,1,3,2,1,2,9,2134
"4978",12,415,441,"/",1,"aoa1","frog.pla",4,1,67,2,3,2,1,2,9,2134
"4979",12,416,457,"/",1,"aoa1","ptbrush.pla",9,3,67,3,3,2,1,2,9,2134
"4980",12,417,517,"/",1,"aoa1","trousers.pla",14,4,67,4,3,2,1,2,9,2134
"4981",12,418,532,"/",1,"aoa1","frog.pla",4,1,68,1,4,2,1,2,9,1342
"4982",12,419,485,"/",1,"aoa1","ptbrush.pla",9,3,68,2,4,2,1,2,9,1342
"4983",12,420,512,"/",1,"aoa1","trousers.pla",14,4,68,3,4,2,1,2,9,1342
"4984",12,421,753,"/",1,"aoa1","banana.pla",5,2,68,4,4,2,1,2,9,1342
"4985",12,422,515,"/",1,"aoa1","ptbrush.pla",9,3,69,1,5,2,1,2,9,3421
"4986",12,423,553,"/",1,"aoa1","trousers.pla",14,4,69,2,5,2,1,2,9,3421
"4987",12,424,481,"/",1,"aoa1","banana.pla",5,2,69,3,5,2,1,2,9,3421
"4988",12,425,682,"/",1,"aoa1","frog.pla",4,1,69,4,5,2,1,2,9,3421
"4989",12,426,579,"/",1,"aoa1","trousers.pla",14,4,70,1,6,2,1,2,9,4213
"4990",12,427,591,"/",1,"aoa1","banana.pla",5,2,70,2,6,2,1,2,9,4213
"4991",12,428,640,"/",1,"aoa1","frog.pla",4,1,70,3,6,2,1,2,9,4213
"4992",12,429,531,"/",1,"aoa1","ptbrush.pla",9,3,70,4,6,2,1,2,9,4213
"5009",13,22,454,"/",1,"aoa1","spider.pla",1,1,89,1,1,2,1,2,12,1234
"5010",13,23,393,"/",1,"aoa1","pear.pla",6,2,89,2,1,2,1,2,12,1234
"5012",13,25,428,"/",1,"aoa1","dress.pla",15,4,89,4,1,2,1,2,12,1234
"5013",13,26,473,"/",1,"aoa1","ladder.pla",12,3,90,1,2,2,1,2,12,3412
"5014",13,27,451,"/",1,"aoa1","dress.pla",15,4,90,2,2,2,1,2,12,3412
"5015",13,28,619,"/",1,"aoa1","spider.pla",1,1,90,3,2,2,1,2,12,3412
"5016",13,29,517,"/",1,"aoa1","pear.pla",6,2,90,4,2,2,1,2,12,3412
"5017",13,30,403,"/",1,"aoa1","dress.pla",15,4,91,1,3,2,1,2,12,4321
"5018",13,31,500,"/",1,"aoa1","ladder.pla",12,3,91,2,3,2,1,2,12,4321
"5019",13,32,534,"/",1,"aoa1","pear.pla",6,2,91,3,3,2,1,2,12,4321
"5020",13,33,547,"/",1,"aoa1","spider.pla",1,1,91,4,3,2,1,2,12,4321
"5021",13,34,415,"/",1,"aoa1","pear.pla",6,2,92,1,4,2,1,2,12,2143
"5022",13,35,506,"/",1,"aoa1","spider.pla",1,1,92,2,4,2,1,2,12,2143
"5023",13,36,448,"/",1,"aoa1","dress.pla",15,4,92,3,4,2,1,2,12,2143
"5024",13,37,449,"/",1,"aoa1","ladder.pla",12,3,92,4,4,2,1,2,12,2143
"5025",13,38,577,"/",1,"aoa1","spider.pla",1,1,93,1,5,2,1,2,12,1324
"5026",13,39,521,"/",1,"aoa1","ladder.pla",12,3,93,2,5,2,1,2,12,1324
"5027",13,40,507,"/",1,"aoa1","pear.pla",6,2,93,3,5,2,1,2,12,1324
"5028",13,41,525,"/",1,"aoa1","dress.pla",15,4,93,4,5,2,1,2,12,1324
"5029",13,42,473,"/",1,"aoa1","pear.pla",6,2,94,1,6,2,1,2,12,2413
"5030",13,43,411,"/",1,"aoa1","dress.pla",15,4,94,2,6,2,1,2,12,2413
"5031",13,44,587,"/",1,"aoa1","spider.pla",1,1,94,3,6,2,1,2,12,2413
"5032",13,45,548,"/",1,"aoa1","ladder.pla",12,3,94,4,6,2,1,2,12,2413
"5033",13,46,442,"/",1,"aoa1","jumper.pla",13,4,25,1,1,2,1,1,4,1234
"5034",13,47,521,"/",1,"aoa1","trousers.pla",14,4,25,2,1,2,1,1,4,1234
"5035",13,48,481,"/",1,"aoa1","dress.pla",15,4,25,3,1,2,1,1,4,1234
"5036",13,49,492,"/",1,"aoa1","shoe.pla",16,4,25,4,1,2,1,1,4,1234
"5037",13,50,496,"/",1,"aoa1","dress.pla",15,4,26,1,2,2,1,1,4,3142
"5038",13,51,431,"/",1,"aoa1","jumper.pla",13,4,26,2,2,2,1,1,4,3142
"5039",13,52,394,"/",1,"aoa1","shoe.pla",16,4,26,3,2,2,1,1,4,3142
"5040",13,53,499,"/",1,"aoa1","trousers.pla",14,4,26,4,2,2,1,1,4,3142
"5041",13,54,439,"/",1,"aoa1","jumper.pla",13,4,27,1,3,2,1,1,4,1324
"5042",13,55,445,"/",1,"aoa1","dress.pla",15,4,27,2,3,2,1,1,4,1324
"5043",13,56,469,"/",1,"aoa1","trousers.pla",14,4,27,3,3,2,1,1,4,1324
"5044",13,57,406,"/",1,"aoa1","shoe.pla",16,4,27,4,3,2,1,1,4,1324
"5045",13,58,459,"/",1,"aoa1","trousers.pla",14,4,28,1,4,2,1,1,4,2413
"5046",13,59,429,"/",1,"aoa1","shoe.pla",16,4,28,2,4,2,1,1,4,2413
"5047",13,60,430,"/",1,"aoa1","jumper.pla",13,4,28,3,4,2,1,1,4,2413
"5048",13,61,424,"/",1,"aoa1","dress.pla",15,4,28,4,4,2,1,1,4,2413
"5049",13,62,358,"/",1,"aoa1","shoe.pla",16,4,29,1,5,2,1,1,4,4321
"5050",13,63,380,"/",1,"aoa1","dress.pla",15,4,29,2,5,2,1,1,4,4321
"5051",13,64,467,"/",1,"aoa1","trousers.pla",14,4,29,3,5,2,1,1,4,4321
"5055",13,68,450,"/",1,"aoa1","shoe.pla",16,4,30,3,6,2,1,1,4,2143
"5056",13,69,453,"/",1,"aoa1","dress.pla",15,4,30,4,6,2,1,1,4,2143
"5057",13,70,436,"/",1,"aoa1","lion.pla",3,1,81,1,1,2,1,2,11,1234
"5058",13,71,458,"/",1,"aoa1","orange.pla",7,2,81,2,1,2,1,2,11,1234
"5059",13,72,608,"/",1,"aoa1","scissors.pla",10,3,81,3,1,2,1,2,11,1234
"5060",13,73,475,"/",1,"aoa1","jumper.pla",13,4,81,4,1,2,1,2,11,1234
"5061",13,74,579,"/",1,"aoa1","scissors.pla",10,3,82,1,2,2,1,2,11,3142
"5062",13,75,472,"/",1,"aoa1","lion.pla",3,1,82,2,2,2,1,2,11,3142
"5063",13,76,478,"/",1,"aoa1","jumper.pla",13,4,82,3,2,2,1,2,11,3142
"5064",13,77,430,"/",1,"aoa1","orange.pla",7,2,82,4,2,2,1,2,11,3142
"5065",13,78,410,"/",1,"aoa1","jumper.pla",13,4,83,1,3,2,1,2,11,4231
"5066",13,79,442,"/",1,"aoa1","orange.pla",7,2,83,2,3,2,1,2,11,4231
"5068",13,81,446,"/",1,"aoa1","lion.pla",3,1,83,4,3,2,1,2,11,4231
"5069",13,82,460,"/",1,"aoa1","orange.pla",7,2,84,1,4,2,1,2,11,2314
"5070",13,83,519,"/",1,"aoa1","scissors.pla",10,3,84,2,4,2,1,2,11,2314
"5071",13,84,451,"/",1,"aoa1","lion.pla",3,1,84,3,4,2,1,2,11,2314
"5072",13,85,457,"/",1,"aoa1","jumper.pla",13,4,84,4,4,2,1,2,11,2314
"5074",13,87,423,"/",1,"aoa1","jumper.pla",13,4,85,2,5,2,1,2,11,1423
"5075",13,88,480,"/",1,"aoa1","orange.pla",7,2,85,3,5,2,1,2,11,1423
"5076",13,89,512,"/",1,"aoa1","scissors.pla",10,3,85,4,5,2,1,2,11,1423
"5077",13,90,382,"/",1,"aoa1","jumper.pla",13,4,86,1,6,2,1,2,11,4312
"5078",13,91,454,"/",1,"aoa1","scissors.pla",10,3,86,2,6,2,1,2,11,4312
"5079",13,92,397,"/",1,"aoa1","lion.pla",3,1,86,3,6,2,1,2,11,4312
"5080",13,93,428,"/",1,"aoa1","orange.pla",7,2,86,4,6,2,1,2,11,4312
"5082",13,95,499,"/",1,"aoa1","scissors.pla",10,3,17,2,1,2,1,1,3,3214
"5083",13,96,558,"/",1,"aoa1","ptbrush.pla",9,3,17,3,1,2,1,1,3,3214
"5085",13,98,532,"/",1,"aoa1","ptbrush.pla",9,3,18,1,2,2,1,1,3,1342
"5086",13,99,518,"/",1,"aoa1","hammer.pla",11,3,18,2,2,2,1,1,3,1342
"5087",13,100,573,"/",1,"aoa1","ladder.pla",12,3,18,3,2,2,1,1,3,1342
"5088",13,101,521,"/",1,"aoa1","scissors.pla",10,3,18,4,2,2,1,1,3,1342
"5089",13,102,454,"/",1,"aoa1","ladder.pla",12,3,19,1,3,2,1,1,3,4123
"5090",13,103,556,"/",1,"aoa1","ptbrush.pla",9,3,19,2,3,2,1,1,3,4123
"5091",13,104,533,"/",1,"aoa1","scissors.pla",10,3,19,3,3,2,1,1,3,4123
"5092",13,105,499,"/",1,"aoa1","hammer.pla",11,3,19,4,3,2,1,1,3,4123
"5093",13,106,562,"/",1,"aoa1","scissors.pla",10,3,20,1,4,2,1,1,3,2431
"5094",13,107,447,"/",1,"aoa1","ladder.pla",12,3,20,2,4,2,1,1,3,2431
"5095",13,108,478,"/",1,"aoa1","hammer.pla",11,3,20,3,4,2,1,1,3,2431
"5096",13,109,485,"/",1,"aoa1","ptbrush.pla",9,3,20,4,4,2,1,1,3,2431
"5097",13,110,507,"/",1,"aoa1","hammer.pla",11,3,21,1,5,2,1,1,3,3142
"5098",13,111,432,"/",1,"aoa1","ptbrush.pla",9,3,21,2,5,2,1,1,3,3142
"5099",13,112,563,"/",1,"aoa1","ladder.pla",12,3,21,3,5,2,1,1,3,3142
"5100",13,113,482,"/",1,"aoa1","scissors.pla",10,3,21,4,5,2,1,1,3,3142
"5101",13,114,495,"/",1,"aoa1","ladder.pla",12,3,22,1,6,2,1,1,3,4231
"5102",13,115,478,"/",1,"aoa1","scissors.pla",10,3,22,2,6,2,1,1,3,4231
"5103",13,116,431,"/",1,"aoa1","hammer.pla",11,3,22,3,6,2,1,1,3,4231
"5104",13,117,476,"/",1,"aoa1","ptbrush.pla",9,3,22,4,6,2,1,1,3,4231
"5105",13,120,556,"/",1,"aoa1","pear.pla",6,2,9,1,1,2,1,1,2,2143
"5106",13,121,437,"/",1,"aoa1","banana.pla",5,2,9,2,1,2,1,1,2,2143
"5107",13,122,461,"/",1,"aoa1","carrot.pla",8,2,9,3,1,2,1,1,2,2143
"5108",13,123,443,"/",1,"aoa1","orange.pla",7,2,9,4,1,2,1,1,2,2143
"5109",13,124,549,"/",1,"aoa1","carrot.pla",8,2,10,1,2,2,1,1,2,4231
"5110",13,125,504,"/",1,"aoa1","pear.pla",6,2,10,2,2,2,1,1,2,4231
"5111",13,126,436,"/",1,"aoa1","orange.pla",7,2,10,3,2,2,1,1,2,4231
"5112",13,127,452,"/",1,"aoa1","banana.pla",5,2,10,4,2,2,1,1,2,4231
"5113",13,128,432,"/",1,"aoa1","orange.pla",7,2,11,1,3,2,1,1,2,3124
"5114",13,129,469,"/",1,"aoa1","banana.pla",5,2,11,2,3,2,1,1,2,3124
"5115",13,130,509,"/",1,"aoa1","pear.pla",6,2,11,3,3,2,1,1,2,3124
"5116",13,131,583,"/",1,"aoa1","carrot.pla",8,2,11,4,3,2,1,1,2,3124
"5117",13,132,494,"/",1,"aoa1","banana.pla",5,2,12,1,4,2,1,1,2,1342
"5118",13,133,411,"/",1,"aoa1","orange.pla",7,2,12,2,4,2,1,1,2,1342
"5119",13,134,579,"/",1,"aoa1","carrot.pla",8,2,12,3,4,2,1,1,2,1342
"5120",13,135,490,"/",1,"aoa1","pear.pla",6,2,12,4,4,2,1,1,2,1342
"5121",13,136,428,"/",1,"aoa1","orange.pla",7,2,13,1,5,2,1,1,2,3214
"5122",13,137,549,"/",1,"aoa1","pear.pla",6,2,13,2,5,2,1,1,2,3214
"5123",13,138,452,"/",1,"aoa1","banana.pla",5,2,13,3,5,2,1,1,2,3214
"5124",13,139,401,"/",1,"aoa1","carrot.pla",8,2,13,4,5,2,1,1,2,3214
"5125",13,140,449,"/",1,"aoa1","banana.pla",5,2,14,1,6,2,1,1,2,1432
"5126",13,141,482,"/",1,"aoa1","carrot.pla",8,2,14,2,6,2,1,1,2,1432
"5127",13,142,459,"/",1,"aoa1","orange.pla",7,2,14,3,6,2,1,1,2,1432
"5129",13,144,502,"/",1,"aoa1","rabbit.pla",2,1,73,1,1,2,1,2,10,1432
"5130",13,145,496,"/",1,"aoa1","shoe.pla",16,4,73,2,1,2,1,2,10,1432
"5131",13,146,510,"/",1,"aoa1","hammer.pla",11,3,73,3,1,2,1,2,10,1432
"5132",13,147,608,"/",1,"aoa1","carrot.pla",8,2,73,4,1,2,1,2,10,1432
"5133",13,148,457,"/",1,"aoa1","shoe.pla",16,4,74,1,2,2,1,2,10,4213
"5134",13,149,494,"/",1,"aoa1","carrot.pla",8,2,74,2,2,2,1,2,10,4213
"5135",13,150,450,"/",1,"aoa1","rabbit.pla",2,1,74,3,2,2,1,2,10,4213
"5136",13,151,487,"/",1,"aoa1","hammer.pla",11,3,74,4,2,2,1,2,10,4213
"5137",13,152,547,"/",1,"aoa1","carrot.pla",8,2,75,1,3,2,1,2,10,2341
"5138",13,153,466,"/",1,"aoa1","hammer.pla",11,3,75,2,3,2,1,2,10,2341
"5139",13,154,532,"/",1,"aoa1","shoe.pla",16,4,75,3,3,2,1,2,10,2341
"5140",13,155,481,"/",1,"aoa1","rabbit.pla",2,1,75,4,3,2,1,2,10,2341
"5141",13,156,439,"/",1,"aoa1","hammer.pla",11,3,76,1,4,2,1,2,10,3124
"5142",13,157,485,"/",1,"aoa1","rabbit.pla",2,1,76,2,4,2,1,2,10,3124
"5143",13,158,550,"/",1,"aoa1","carrot.pla",8,2,76,3,4,2,1,2,10,3124
"5144",13,159,458,"/",1,"aoa1","shoe.pla",16,4,76,4,4,2,1,2,10,3124
"5145",13,160,521,"/",1,"aoa1","rabbit.pla",2,1,77,1,5,2,1,2,10,1432
"5146",13,161,534,"/",1,"aoa1","shoe.pla",16,4,77,2,5,2,1,2,10,1432
"5147",13,162,474,"/",1,"aoa1","hammer.pla",11,3,77,3,5,2,1,2,10,1432
"5148",13,163,565,"/",1,"aoa1","carrot.pla",8,2,77,4,5,2,1,2,10,1432
"5149",13,164,500,"/",1,"aoa1","hammer.pla",11,3,78,1,6,2,1,2,10,3124
"5150",13,165,496,"/",1,"aoa1","rabbit.pla",2,1,78,2,6,2,1,2,10,3124
"5151",13,166,530,"/",1,"aoa1","carrot.pla",8,2,78,3,6,2,1,2,10,3124
"5152",13,167,491,"/",1,"aoa1","shoe.pla",16,4,78,4,6,2,1,2,10,3124
"5153",13,168,590,"/",1,"aoa1","frog.pla",4,1,1,1,1,2,1,1,1,4123
"5154",13,169,611,"/",1,"aoa1","spider.pla",1,1,1,2,1,2,1,1,1,4123
"5155",13,170,515,"/",1,"aoa1","rabbit.pla",2,1,1,3,1,2,1,1,1,4123
"5156",13,171,521,"/",1,"aoa1","lion.pla",3,1,1,4,1,2,1,1,1,4123
"5157",13,172,429,"/",1,"aoa1","spider.pla",1,1,2,1,2,2,1,1,1,1432
"5158",13,173,511,"/",1,"aoa1","frog.pla",4,1,2,2,2,2,1,1,1,1432
"5159",13,174,476,"/",1,"aoa1","lion.pla",3,1,2,3,2,2,1,1,1,1432
"5160",13,175,533,"/",1,"aoa1","rabbit.pla",2,1,2,4,2,2,1,1,1,1432
"5161",13,176,502,"/",1,"aoa1","lion.pla",3,1,3,1,3,2,1,1,1,3241
"5162",13,177,504,"/",1,"aoa1","rabbit.pla",2,1,3,2,3,2,1,1,1,3241
"5163",13,178,522,"/",1,"aoa1","frog.pla",4,1,3,3,3,2,1,1,1,3241
"5164",13,179,587,"/",1,"aoa1","spider.pla",1,1,3,4,3,2,1,1,1,3241
"5165",13,180,498,"/",1,"aoa1","rabbit.pla",2,1,4,1,4,2,1,1,1,2314
"5166",13,181,476,"/",1,"aoa1","lion.pla",3,1,4,2,4,2,1,1,1,2314
"5167",13,182,555,"/",1,"aoa1","spider.pla",1,1,4,3,4,2,1,1,1,2314
"5168",13,183,493,"/",1,"aoa1","frog.pla",4,1,4,4,4,2,1,1,1,2314
"5170",13,185,514,"/",1,"aoa1","spider.pla",1,1,5,2,5,2,1,1,1,3142
"5171",13,186,504,"/",1,"aoa1","frog.pla",4,1,5,3,5,2,1,1,1,3142
"5172",13,187,483,"/",1,"aoa1","rabbit.pla",2,1,5,4,5,2,1,1,1,3142
"5173",13,188,506,"/",1,"aoa1","frog.pla",4,1,6,1,6,2,1,1,1,4321
"5174",13,189,537,"/",1,"aoa1","lion.pla",3,1,6,2,6,2,1,1,1,4321
"5175",13,190,448,"/",1,"aoa1","rabbit.pla",2,1,6,3,6,2,1,1,1,4321
"5176",13,191,562,"/",1,"aoa1","spider.pla",1,1,6,4,6,2,1,1,1,4321
"5177",13,192,613,"/",1,"aoa1","ptbrush.pla",9,3,65,1,1,2,1,2,9,3124
"5178",13,193,555,"/",1,"aoa1","frog.pla",4,1,65,2,1,2,1,2,9,3124
"5179",13,194,522,"/",1,"aoa1","banana.pla",5,2,65,3,1,2,1,2,9,3124
"5180",13,195,578,"/",1,"aoa1","trousers.pla",14,4,65,4,1,2,1,2,9,3124
"5181",13,196,513,"/",1,"aoa1","frog.pla",4,1,66,1,2,2,1,2,9,1243
"5182",13,197,485,"/",1,"aoa1","banana.pla",5,2,66,2,2,2,1,2,9,1243
"5183",13,198,516,"/",1,"aoa1","trousers.pla",14,4,66,3,2,2,1,2,9,1243
"5184",13,199,487,"/",1,"aoa1","ptbrush.pla",9,3,66,4,2,2,1,2,9,1243
"5185",13,200,499,"/",1,"aoa1","banana.pla",5,2,67,1,3,2,1,2,9,2134
"5186",13,201,484,"/",1,"aoa1","frog.pla",4,1,67,2,3,2,1,2,9,2134
"5187",13,202,505,"/",1,"aoa1","ptbrush.pla",9,3,67,3,3,2,1,2,9,2134
"5188",13,203,538,"/",1,"aoa1","trousers.pla",14,4,67,4,3,2,1,2,9,2134
"5189",13,204,479,"/",1,"aoa1","frog.pla",4,1,68,1,4,2,1,2,9,1342
"5190",13,205,446,"/",1,"aoa1","ptbrush.pla",9,3,68,2,4,2,1,2,9,1342
"5191",13,206,495,"/",1,"aoa1","trousers.pla",14,4,68,3,4,2,1,2,9,1342
"5192",13,207,498,"/",1,"aoa1","banana.pla",5,2,68,4,4,2,1,2,9,1342
"5193",13,208,448,"/",1,"aoa1","ptbrush.pla",9,3,69,1,5,2,1,2,9,3421
"5194",13,209,529,"/",1,"aoa1","trousers.pla",14,4,69,2,5,2,1,2,9,3421
"5195",13,210,477,"/",1,"aoa1","banana.pla",5,2,69,3,5,2,1,2,9,3421
"5196",13,211,495,"/",1,"aoa1","frog.pla",4,1,69,4,5,2,1,2,9,3421
"5197",13,212,480,"/",1,"aoa1","trousers.pla",14,4,70,1,6,2,1,2,9,4213
"5198",13,213,446,"/",1,"aoa1","banana.pla",5,2,70,2,6,2,1,2,9,4213
"5199",13,214,480,"/",1,"aoa1","frog.pla",4,1,70,3,6,2,1,2,9,4213
"5200",13,215,417,"/",1,"aoa1","ptbrush.pla",9,3,70,4,6,2,1,2,9,4213
"5218",13,237,532,"/",1,"aoa1","pliers.pla",30,8,113,2,1,2,2,2,15,1432
"5219",13,238,468,"/",1,"aoa1","eagle.pla",28,7,113,3,1,2,2,2,15,1432
"5220",13,239,605,"/",1,"aoa1","shawl.pla",24,6,113,4,1,2,2,2,15,1432
"5221",13,240,442,"/",1,"aoa1","eagle.pla",28,7,114,1,2,2,2,2,15,3214
"5222",13,241,508,"/",1,"aoa1","shawl.pla",24,6,114,2,2,2,2,2,15,3214
"5223",13,242,479,"/",1,"aoa1","cherry.pla",17,5,114,3,2,2,2,2,15,3214
"5224",13,243,615,"/",1,"aoa1","pliers.pla",30,8,114,4,2,2,2,2,15,3214
"5225",13,244,471,"/",1,"aoa1","shawl.pla",24,6,115,1,3,2,2,2,15,2143
"5226",13,245,447,"/",1,"aoa1","cherry.pla",17,5,115,2,3,2,2,2,15,2143
"5227",13,246,592,"/",1,"aoa1","pliers.pla",30,8,115,3,3,2,2,2,15,2143
"5228",13,247,650,"/",1,"aoa1","eagle.pla",28,7,115,4,3,2,2,2,15,2143
"5229",13,248,525,"/",1,"aoa1","pliers.pla",30,8,116,1,4,2,2,2,15,4321
